Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Self_Employed_No,Self_Employed_Yes,Education_Graduate,Education_Not Graduate,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Credit_History,ApplicantIncome,LoanAmount,Loan_Amount_Term,CoapplicantIncome,Loan_Status
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,-0.19289757089118253,-0.4271955969450123,0.2791789776634758,-0.19879314859350863,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,-0.6489870891766838,-1.3198112890960996,0.2791789776634758,-0.5544867436156191,N
1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,-0.2708783937014909,-0.30818017132486736,0.2791789776634758,0.1579264856450118,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,-0.2027270863714735,0.6558447761983068,0.2791789776634758,0.597755296412737,N
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.36638851911831827,-0.8556511291775342,0.2791789776634758,-0.5544867436156191,N
0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,-0.11655500066092261,-0.4748017671930703,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.3118347082027033,-0.37958942669695434,0.2791789776634758,0.015649047636167604,Y
0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1.162592613840943,2.072128341078032,0.2791789776634758,0.471552472794315,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,-0.512520649258644,-0.11775549033263544,0.2791789776634758,0.1524542764908255,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,-0.5857505395868119,-0.5462110225651573,0.2791789776634758,-0.09960935767388167,N
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.28447589011589347,-0.02254314983651947,0.2791789776634758,-0.0554896713682545,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.2027270863714735,0.4535185526440604,0.2791789776634758,1.9114275064895896,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,-0.2712060442175006,-0.4271955969450123,0.2791789776634758,0.01599106070830425,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.2954521824022184,-0.7842418738054472,0.2791789776634758,-0.5544867436156191,N
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.5903376468109477,-1.1769927783519256,0.2791789776634758,-0.1396248871138691,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,-0.4920424920080379,-0.8437495866155197,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.23958776942256466,-0.14155857545666442,0.2791789776634758,0.24445579289558292,Y
0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,-0.11606352488690806,-0.5938171928132153,0.5897150144123423,-0.5544867436156191,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.3265789814231398,-0.6890295333093313,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0.04022577124971845,-1.2126974060379692,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0.06840371562655258,-0.02254314983651947,0.2791789776634758,-0.5544867436156191,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,-0.45190530379684973,-0.30818017132486736,0.2791789776634758,0.6220382245344387,N
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.22992207920027855,-0.02254314983651947,0.2791789776634758,0.2235929954952476,Y
1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,-0.5693680137863268,-0.5462110225651573,0.2791789776634758,0.007782746977024777,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.3796583650167111,-0.30818017132486736,0.2791789776634758,-0.5544867436156191,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.19224226985916312,-0.40339251182098335,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,-0.1290057202692912,-0.14155857545666442,0.2791789776634758,-0.5544867436156191,N
1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.9987673558360934,1.6674758939695389,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,-0.4415843125425442,-0.5819156502512007,0.2791789776634758,-0.15535748843215477,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.5359476611533376,-0.5938171928132153,0.2791789776634758,-0.010343945846217393,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,-0.3337872927753532,-0.12965703289464994,0.2791789776634758,0.19794201508499926,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0.4384849734595078,0.40591238239600236,0.2791789776634758,0.21504266869183147,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,-0.3352617200973968,-0.02254314983651947,0.2791789776634758,0.4233286296230481,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,-0.4756599662075529,-0.30818017132486736,0.2791789776634758,0.7437948782150843,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,-0.38899640472298747,-0.5581125651271718,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,-0.4578030130850243,0.22738924396578494,-2.5156453530763225,0.6251163421836685,N
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,-0.07510721038569566,-0.23677091595278038,0.2791789776634758,-0.5544867436156191,N
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.2027270863714735,-0.3557863415729254,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.052840316116091864,1.334232702233133,0.2791789776634758,1.0170633228522634,N
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.3609822856041582,-0.23677091595278038,-2.5156453530763225,0.21641072098037806,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0.8758984123324562,1.9769160005819157,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0.2779362206147552,-0.2486724585147949,-4.378861573569521,-0.5544867436156191,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.18077450179882365,-0.11775549033263544,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,-0.3596716835401194,0.3107000418998864,0.2791789776634758,0.49412533555533356,Y
0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,-0.5780507524605839,-0.5819156502512007,0.2791789776634758,0.08678776664058971,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.3118347082027033,-0.7723403312434327,-0.6524291325831236,-0.5544867436156191,Y
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,-0.10623400940661709,-0.6057187353752298,0.12391095928904261,-0.5544867436156191,N
0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,-0.02251930256613895,0.48922318033010387,0.2791789776634758,0.052244446354788594,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.2708783937014909,-0.39149096925896887,2.1423951981566747,-0.5544867436156191,N
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.2708783937014909,0.3583062121479444,0.2791789776634758,1.0700753490334434,N
0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,-0.7213978532148273,-0.4271955969450123,0.2791789776634758,0.4790767603813212,N
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,-0.36638851911831827,0.40591238239600236,-0.6524291325831236,0.8135655449309598,N
0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,-0.3391935262895132,-0.18916474570472241,0.2791789776634758,0.18631357063235332,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.25515116893302536,-0.4152940543829978,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,-0.49286161829806213,-0.11775549033263544,0.2791789776634758,-0.5544867436156191,Y
1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,-0.6594719056889942,0.2511923290898139,0.2791789776634758,0.08883984507340958,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0.09772843680942066,1.4175435001672345,0.2791789776634758,0.21504266869183147,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,-0.23188798229633673,-1.141288150665882,-1.5840372428297231,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.4976125507802028,-0.11775549033263544,0.2791789776634758,0.3111483419622286,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.3391935262895132,-0.5581125651271718,0.2791789776634758,0.1295394006576703,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.4756599662075529,-0.4986048523170993,0.2791789776634758,0.16989694316979437,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0.5181040488498647,0.7629586592564372,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.047761733117941525,0.3464046695859299,0.2791789776634758,0.8706817279777794,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.4006279980413318,-0.1772632031427079,0.2791789776634758,0.43735116558065057,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.13868475131063304,0.5011247228921184,-2.5156453530763225,1.3792551662449701,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,-0.3490230417698042,-0.7723403312434327,0.2791789776634758,0.06797704767307425,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.20813331988563355,-0.2843770862008384,0.2791789776634758,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,-0.2921756772421214,-1.4388267147162446,-3.4472534633229217,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0.22583978856921302,-0.11775549033263544,0.2791789776634758,-0.5544867436156191,N
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.4782811703356305,-0.10585394777062095,0.2791789776634758,0.232827348442937,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.5613405761440893,-1.141288150665882,0.2791789776634758,-0.21349971069538437,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,-0.19912293069536682,-0.36768788413493986,-2.5156453530763225,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.5970544823891465,-0.1772632031427079,0.2791789776634758,0.6565815448202398,Y
0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,-0.18274040489488186,-0.15346011801867893,-2.5156453530763225,0.5615019107662526,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.09181738670219032,0.060767648097582,0.2791789776634758,0.7472150089364507,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1.35099166054652,-0.11775549033263544,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.1231080109811166,-0.11775549033263544,0.2791789776634758,0.6709460938499789,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,-0.26006592667317086,0.16788153115571247,0.2791789776634758,-0.29660888722458906,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,-0.38522842378887595,-0.5462110225651573,0.2791789776634758,-0.2022132793148751,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.9851698594216909,0.9414817976866547,0.2791789776634758,-0.1693800243897572,Y
0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0.31610750572988516,-0.30818017132486736,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,-0.26268713080124845,0.8343679146285242,0.2791789776634758,0.6767603160763018,N
0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,-0.5459410018916334,-0.6176202779372443,2.1423951981566747,-0.29660888722458906,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.014328039665896469,-0.11775549033263544,0.2791789776634758,-0.5544867436156191,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.40537893052347246,-0.08205086264659195,0.2791789776634758,0.243429753679173,Y
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,-0.3000392896263542,0.0726691906595965,0.12391095928904261,0.8525550351545372,N
1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0.33543888617445744,-0.11775549033263544,0.2791789776634758,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.05790555829518646,-0.33198325644889637,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1.5038406262650446,0.46542009520607486,-2.5156453530763225,-0.5544867436156191,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.36638851911831827,0.0964722757836255,0.2791789776634758,0.22632910007234075,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,-0.5225139899969399,-0.7247341609953747,0.2791789776634758,-0.07635246876858982,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0.02695592535132563,0.3464046695859299,0.2791789776634758,0.17810525690107384,N
1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0.8198701740947977,1.3461342447951476,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0.04317462589380574,0.40591238239600236,0.2791789776634758,0.3576621197728123,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.2027270863714735,-1.2126974060379692,0.2791789776634758,-0.5544867436156191,Y
1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.5351285348633134,-0.10585394777062095,0.2791789776634758,2.5167906441714507,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,-0.40079182329933666,-0.7723403312434327,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,-0.18077450179882365,0.5725339782642054,0.2791789776634758,0.13432758366758332,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.2803802586657722,-0.6295218204992588,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,3.014309505069758,2.667205469178757,0.2791789776634758,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,-0.25203848903093323,-0.11775549033263544,0.2791789776634758,0.0064146946884781975,Y
0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0.8370718261853068,0.16788153115571247,-2.5156453530763225,0.762263584110463,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0.11083445744980862,0.42971546752003137,0.2791789776634758,0.32414483870342115,N
0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,2.4184770417061197,5.999637386542815,2.1423951981566747,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.5552790415979099,-0.8556511291775342,0.2791789776634758,0.10525647253596852,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.4399460599624957,-0.9032572994255922,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,-0.31855154378090217,-1.4388267147162446,-3.4472534633229217,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,-0.08329847328593815,-0.5224079374411283,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,-0.22992207920027855,1.715082064217597,0.2791789776634758,2.0961145654433775,N
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,-0.13441195378345122,-0.7366357035573892,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,-0.34197855567559565,-0.6890295333093313,0.2791789776634758,0.6425590088626374,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1.571991933595062,1.1438080212409012,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,-0.19715702759930862,-0.20106628826673692,0.2791789776634758,-0.06540805046021719,N
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,-0.05921616035922526,0.46542009520607486,0.2791789776634758,0.1579264856450118,N
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0.0022183113925933404,0.2630938716518284,0.2791789776634758,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.25336243191402774,0.3464046695859299,-2.5156453530763225,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.4432225651225927,-0.2843770862008384,0.2791789776634758,0.14116784511031621,Y
0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1.0408704471433399,0.48922318033010387,-2.5156453530763225,-0.5544867436156191,Y
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.5035102600683774,-0.5462110225651573,0.2791789776634758,0.979783897989369,Y
1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1.550203174280417,-0.9032572994255922,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,-0.6332598644082182,-1.379319001906172,0.2791789776634758,-0.06711811582090042,Y
1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0.753029468828819,0.9414817976866547,0.2791789776634758,0.015307034564030961,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.08903235731610788,-0.2486724585147949,0.2791789776634758,-0.270615893742204,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0.143108033276764,-0.33198325644889637,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,-0.4630454213411795,0.0726691906595965,0.2791789776634758,0.7280622768967986,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0.6163992036527745,1.1676111063649302,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,-0.511537697710615,-0.39149096925896887,0.2791789776634758,-0.5544867436156191,N
0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,-0.35213572167189633,-1.141288150665882,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,5.667623383716302,5.40456025844209,-2.5156453530763225,-0.5544867436156191,Y
0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0.09772843680942066,0.16788153115571247,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0.6773421996305785,0.48922318033010387,0.2791789776634758,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,-0.39702384236522514,-0.30818017132486736,0.2791789776634758,0.1579264856450118,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.13441195378345122,1.2985280745470895,0.2791789776634758,1.3693367871530076,Y
0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,-0.5800166555566422,-0.5700141076891863,0.2791789776634758,-0.198451135521372,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0.4144026605327949,1.5365589257873795,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,-0.37916688924269654,-0.2962786287628529,0.2791789776634758,-0.1167100112807139,N
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,-0.20256326111346865,0.14407844603168346,0.2791789776634758,-0.05959382823389423,Y
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0.6421197691595358,-0.8437495866155197,-2.5156453530763225,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,-0.27792287979569946,0.42971546752003137,-0.49716111420869036,0.5283266427689981,Y
1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,-0.13441195378345122,-0.40339251182098335,0.2791789776634758,-0.5544867436156191,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,-0.48565330694584874,-0.20106628826673692,0.2791789776634758,0.5854428258158177,Y
0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,-0.5187460090628284,-0.9865680973596936,2.1423951981566747,-0.5544867436156191,N
0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.42537895281911986,0.6439432336362922,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,-0.5870611416508507,-0.6057187353752298,0.2791789776634758,0.05053438099410537,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,7.594863718885352,6.59471451464354,-0.6524291325831236,-0.5544867436156191,Y
0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,-0.30823055252659665,-0.7723403312434327,-2.5156453530763225,-0.5544867436156191,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0.04989146147200457,0.48922318033010387,0.2791789776634758,1.3693367871530076,Y
0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,-0.17356619044661029,-0.7009310758713457,0.2791789776634758,-0.30276512252304866,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,-0.31232618397671785,-0.3557863415729254,0.2791789776634758,0.11722693006075109,Y
0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,-0.5502004585997595,-0.5343094800031428,0.2791789776634758,-0.0007675798263913415,Y
0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0.01843701193507345,4.154898289430569,0.2791789776634758,3.3102609715284665,N
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,-0.2708783937014909,-0.3557863415729254,0.2791789776634758,-0.5544867436156191,Y
0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,-0.5030187842943628,-0.5224079374411283,2.1423951981566747,-0.058225775945347655,N
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.1632585400113605,0.40591238239600236,0.2791789776634758,1.9251080293750553,N
0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.5713339168823851,-0.9389619271116356,0.2791789776634758,1.1771254406122131,N
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.13162692439736878,-0.8675526717395486,-2.5156453530763225,-0.5544867436156191,Y
0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,4.659606571212462,1.358035787357162,0.2791789776634758,-0.5544867436156191,N
1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,-0.2913565509520971,-0.4509986820690413,0.2791789776634758,-0.5544867436156191,Y
0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,5.52804426389617,-0.30818017132486736,0.2791789776634758,1.0700753490334434,Y
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,-0.5284116992851144,-0.9508634696736501,-0.6524291325831236,-0.5544867436156191,N
0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,-0.49482752139412034,-1.046075810169766,0.2791789776634758,0.17673720461252726,Y
